pair_id,frame_idx,psnr,ssim
1776049883,186,13.9076,0.4052
1776049883,187,13.7898,0.4077
1776049883,188,13.8634,0.3989
1776049883,189,14.2315,0.4162
1776049883,190,14.3659,0.4282
1776049883,191,14.3253,0.4236
1776049883,192,14.3039,0.4133
1776049883,193,14.4072,0.4212
1776049883,194,14.4507,0.4174
1776049883,195,14.8549,0.4541
1776049883,196,15.4934,0.4887
1776049883,197,15.6751,0.4946
1776049883,198,15.1345,0.4814
1776049883,199,14.9915,0.4879
1776049883,200,15.4118,0.4933
1776049883,201,15.4587,0.5054
1776049883,202,15.1262,0.4835
1776049883,203,15.1022,0.4822
1776049883,204,15.0043,0.4743
1776049883,205,14.8391,0.4858
1776049883,206,14.6560,0.4808
1776049883,207,14.8185,0.4759
1776049883,208,14.7970,0.4755
1776049883,209,14.6794,0.4763
1776049883,210,14.9275,0.4817
1776049883,211,15.1820,0.4959
1776049883,212,14.9513,0.4905
1776049883,213,14.8829,0.4882
1776049883,214,14.8232,0.4768
1776049883,215,14.7373,0.4897
1776049883,216,14.7976,0.4911
1776049883,217,14.9151,0.4900
1776049883,218,14.9557,0.4826
1776049883,219,15.0638,0.5059
1776049883,220,15.1063,0.5261
1776049883,221,15.5914,0.5400
1776049883,222,15.5425,0.5374
1776049883,223,15.4435,0.5520
1776049883,224,15.2317,0.5174
1776049883,225,14.8901,0.4938
1776049883,226,14.7148,0.5005
1776049883,227,14.6106,0.5166
1776049883,228,14.7769,0.5255
1776049883,229,15.0316,0.5277
1776049883,230,15.1020,0.5258
1776049883,231,14.9955,0.5190
1776049883,232,14.8933,0.5142
1776049883,233,14.9711,0.5098
1776049883,234,15.0486,0.5089
1776049883,235,14.9825,0.5077
1776049883,236,15.0284,0.5121
1776049883,237,15.4344,0.5244
1776049883,238,15.6767,0.5385
1776049883,239,15.5676,0.5317
1776049883,240,15.6156,0.5326
1776049883,241,15.9132,0.5461
1776049883,242,15.9282,0.5398
1776049883,243,15.9438,0.5531
1776049883,244,16.0548,0.5680
1776049883,245,16.4137,0.5642
1776049883,246,16.1057,0.5616
1776049883,247,15.7641,0.5552
1776049883,248,15.5989,0.5294
1776049883,249,15.5513,0.5277
1776049883,250,15.4701,0.5343
1776049883,251,15.3967,0.5262
1776049883,252,15.4076,0.5144
1776049883,253,15.4278,0.5098
1776049883,254,15.5118,0.5001
1776049883,255,15.4787,0.5058
1776049883,256,15.3424,0.5004
1776049883,257,15.3500,0.5024
1776049883,258,15.3841,0.4972
1776049883,259,15.4237,0.4953
1776049883,260,15.2494,0.4844
1776049883,261,15.3714,0.4943
1776049883,262,15.3903,0.4872
1776049883,263,15.3081,0.4988
1776049883,264,15.1949,0.4941
1776049883,265,15.2565,0.5126
1776049883,266,15.0810,0.4981
1776049883,267,15.4084,0.5073
1776049883,268,15.5335,0.4942
1776049883,269,15.2489,0.4919
1776049883,270,15.0689,0.4969
1776049883,271,15.3425,0.5295
1776049883,272,15.6552,0.5605
1776049883,273,15.6786,0.5599
1776049883,274,15.3232,0.5137
1776049883,275,15.0640,0.5020
1776049883,276,14.9726,0.4907
1776049883,277,14.9331,0.4927
1776049883,278,15.0440,0.4960
1776049883,279,15.1079,0.5018
1776049883,280,15.0913,0.4980
1776049883,281,15.1606,0.5129
1776049883,282,15.2828,0.5092
1776049883,283,15.4158,0.5094
1776049883,284,15.5567,0.5123
1776049883,285,15.6431,0.5246
1776049883,286,15.7051,0.5394
1776049883,287,15.8535,0.5652
1776049883,288,16.0437,0.5577
1776049883,289,16.0016,0.5644
1776049883,290,15.3946,0.5616
1776049883,291,15.2154,0.5365
1776049883,292,15.1309,0.5157
1776049883,293,14.9856,0.5149
1776049883,294,14.7664,0.5124
1776049883,295,14.7770,0.5211
1776049883,296,15.0359,0.5073
1776049883,297,15.1641,0.5049
1776049883,298,15.0544,0.4979
1776049883,299,14.9248,0.4949
1776049883,300,15.0604,0.4952
1776049883,301,15.1008,0.5096
1776049883,302,15.0591,0.5053
1776049883,303,15.2444,0.5171
1776049883,304,15.2702,0.5054
1776049883,305,15.2968,0.5090
1776049883,306,15.2068,0.5017
1776049883,307,15.2443,0.5278
1776049883,308,15.3053,0.5444
1776049883,309,15.2057,0.5432
1776049883,310,14.8572,0.5118
1776049883,311,14.7418,0.5172
1776049883,312,14.8079,0.5143
1776049883,313,14.9778,0.5381
1776049883,314,15.0365,0.5528
1776049883,315,15.0469,0.5697
1776049883,316,15.1970,0.5646
1776049883,317,15.0676,0.5490
1776049883,318,14.7240,0.5273
1776049883,319,14.5389,0.5158
1776049883,320,14.5335,0.5218
1776049883,321,14.6330,0.5348
1776049883,322,14.6854,0.5255
1776049883,323,14.5825,0.4881
1776049883,324,14.4341,0.4639
1776049883,325,14.5112,0.4599
1776049883,326,14.6113,0.4519
1776049883,327,14.6391,0.4540
1776049883,328,14.5015,0.4495
1776049883,329,14.6381,0.4501
1776049883,330,14.9026,0.4644
1776049883,331,14.9807,0.4969
1776049883,332,14.9146,0.4876
1776049883,333,14.9300,0.4811
1776049883,334,14.9225,0.4750
1776049883,335,14.8226,0.4702
1776049883,336,14.7006,0.4548
1776049883,337,14.8530,0.4761
1776049883,338,14.8010,0.4861
1776049883,339,14.7114,0.4821
1776049883,340,14.6018,0.4674
1776049883,341,14.6011,0.4599
1776049883,342,14.6084,0.4452
1776049883,343,14.6957,0.4498
1776049883,344,14.7746,0.4479
1776049883,345,14.6791,0.4520
1776049883,346,14.5255,0.4412
1776049883,347,14.5891,0.4428
1776049883,348,14.6591,0.4435
1776049883,349,14.6349,0.4475
1776049883,350,14.5039,0.4394
1776049883,351,14.5779,0.4419
1776049883,352,14.5742,0.4334
1776049883,353,14.6227,0.4456
1776049883,354,14.5876,0.4518
1776049883,355,14.5611,0.4548
1776049883,356,14.6243,0.4521
1776049883,357,14.7931,0.4686
1776049883,358,14.5710,0.4526
1776049883,359,14.3433,0.4407
1776049883,360,14.3657,0.4577
1776049883,361,14.4348,0.4699
1776049883,362,14.3517,0.4516
1776049883,363,14.3622,0.4439
1776049883,364,14.3495,0.4371
1776049883,365,14.3886,0.4404
1776049883,366,14.3143,0.4353
1776049883,367,14.4679,0.4465
1776049883,368,14.6348,0.4501
1776049883,369,14.7858,0.4656
1776049883,370,14.7585,0.4681
1776049883,371,14.9809,0.4904
1776049883,372,15.5224,0.5050
1776049883,373,15.6135,0.5191
1776049883,374,15.5329,0.5180
1776049883,375,15.4290,0.5214
1776049883,376,15.0919,0.5101
1776049883,377,14.8308,0.5178
1776049883,378,14.7143,0.5104
1776049883,379,14.9879,0.5107
1776049883,380,15.4713,0.5309
1776049883,381,16.2415,0.5832
1776049883,382,16.2439,0.5757
1776049883,383,15.3552,0.5456
1776049883,384,14.8851,0.5338
1776049883,385,14.7111,0.5183
1776049883,386,14.6456,0.5134
1776049883,387,14.5537,0.5134
1776049883,388,14.4295,0.5005
1776049883,389,14.4689,0.4995
1776049883,390,14.4256,0.5050
1776049883,391,14.3719,0.5211
1776049883,392,14.1934,0.5224
1776049883,393,14.1383,0.5261
1776049883,394,14.1137,0.5168
1776049883,395,14.0184,0.5241
1776049883,396,13.8515,0.5251
1776049883,397,13.7038,0.5266
1776049883,398,13.6216,0.5005
1776049883,399,13.6527,0.4959
1776049883,400,13.4060,0.4974
1776049883,401,13.3459,0.4898
1776049883,402,13.3429,0.4711
1776049883,403,13.2424,0.4805
1776049883,404,13.0753,0.4849
1776049883,405,12.9657,0.4739
1776049883,406,12.9553,0.4552
1776049883,407,13.0032,0.4253
1776049883,408,12.9773,0.4021
1776049883,409,13.0011,0.3793
1776049883,410,12.9408,0.3832
1776049883,411,12.9494,0.3932
1776049883,412,13.0461,0.3950
1776049883,413,13.0493,0.4018
1776049883,414,13.1884,0.4089
1776049883,415,13.3754,0.4028
1776049883,416,13.4570,0.4084
1776049883,417,13.5109,0.4180
1776049883,418,13.4175,0.3984
1776049883,419,13.2708,0.3660
1776049883,420,13.1727,0.3360
1776049883,421,13.3098,0.3394
1776049883,422,13.5577,0.3441
1776049883,423,13.7102,0.3516
1776049883,424,13.5540,0.3391
1776049883,425,13.7787,0.3554
1776049883,426,14.0403,0.3656
1776049883,427,14.5337,0.4094
1776049883,428,15.1803,0.4479
1776049883,429,15.3463,0.4703
1776049883,430,16.2667,0.5161
1776049883,431,17.7339,0.6002
1776049883,432,17.5732,0.6089
1776049883,433,16.9029,0.5908
1776049883,434,16.7420,0.5914
1776049883,435,17.4917,0.6214
1776049883,436,18.4215,0.6673
1776049883,437,18.2333,0.6838
1776049883,438,18.3450,0.6894
1776049883,439,18.5857,0.6910
1776049883,440,18.4514,0.6805
1776049883,441,18.7989,0.6990
1776049883,442,18.8866,0.7382
1776049883,443,18.4689,0.7599
1776049883,444,18.4171,0.7764
1776049883,445,18.6762,0.7934
1776049883,446,19.0727,0.8046
1776049883,447,19.2830,0.7814
1776049883,448,18.8487,0.7577
1776049883,449,19.1136,0.7581
1776049883,450,20.1542,0.7817
1776049883,451,21.4280,0.8229
1776049883,452,22.5864,0.8424
1776049883,453,23.0000,0.8508
1776049883,454,22.9718,0.8521
1776049883,455,23.1506,0.8680
1776049883,456,22.8517,0.8689
1776049883,457,22.5733,0.8724
1776049883,458,22.8295,0.8787
1776049883,459,23.5211,0.8960
1776049883,460,24.0625,0.9057
1776049883,461,24.1909,0.9069
1776049883,462,23.9548,0.8981
1776049883,463,23.4786,0.8952
1776049883,464,23.4731,0.8950
1776049883,465,22.8223,0.8922
1776049883,466,21.7764,0.8667
1776049883,467,21.3371,0.8382
1776049883,468,21.3626,0.8252
1776049883,469,20.7102,0.8165
1776049883,470,19.7076,0.7833
1776049883,471,18.9959,0.7593
1776049883,472,18.6735,0.7524
1776049883,473,18.4061,0.7337
1776049883,474,18.2097,0.7121
1776049883,475,17.9062,0.6997
1776049883,476,17.9761,0.7006
1776049883,477,17.9757,0.6996
1776049883,478,17.7801,0.6848
1776049883,479,17.5844,0.6683
1776049883,480,17.7997,0.6642
1776049883,481,17.6144,0.6650
1776049883,482,17.0066,0.6467
1776049883,483,16.7732,0.6422
1776049883,484,16.9141,0.6397
1776049883,485,16.6135,0.6383
1776049883,486,16.1098,0.6109
1776049883,487,15.8831,0.6099
1776049883,488,16.2555,0.6151
1776049883,489,14.0786,0.5672
1776049883,490,17.7564,0.6432
1776049883,491,17.7457,0.6422
1776049883,492,14.2838,0.6145
1776049883,493,17.8285,0.6962
1776049883,494,18.4771,0.6784
1776049883,495,19.0949,0.6797
1776049883,496,22.3499,0.8050
1776049883,497,22.0082,0.7965
1776049883,498,18.2836,0.6732
1776049883,499,16.2337,0.6200
1776049883,500,15.6863,0.5902
1776049883,501,16.0180,0.5997
1776049883,502,16.5918,0.6151
1776049883,503,16.8180,0.6224
1776049883,504,16.3845,0.5858
1776049883,505,15.9202,0.5589
1776049883,506,14.7980,0.5210
1776049883,507,13.3662,0.4890
1776049883,508,13.0114,0.4858
1776049883,509,13.9941,0.5188
1776049883,510,15.2060,0.5494
1776049883,511,16.1717,0.5781
1776049883,512,17.3009,0.6124
1776049883,513,15.8191,0.5856
1776049883,514,13.9466,0.5515
1776049883,515,13.6270,0.5337
1776049883,516,14.4213,0.5334
1776049883,517,17.5959,0.5898
1776049883,518,22.7004,0.7727
1776049883,519,18.5509,0.6395
1776049883,520,14.5512,0.5099
1776049883,521,14.4281,0.4957
1776049883,522,15.8464,0.5332
1776049883,523,17.0422,0.5400
1776049883,524,15.9099,0.5004
1776049883,525,14.5764,0.4570
1776049883,526,14.2788,0.4464
1776049883,527,14.0044,0.4200
1776049883,528,14.1027,0.4213
1776049883,529,14.4126,0.4101
1776049883,530,14.3167,0.4012
1776049883,531,14.3103,0.3831
1776049883,532,14.4433,0.3780
1776049883,533,14.7741,0.4015
1776049883,534,15.1899,0.4425
1776049883,535,15.3223,0.4128
1776049883,536,14.6878,0.3909
1776049883,537,14.1115,0.3957
1776049883,538,13.5022,0.3765
1776049883,539,13.7099,0.3776
1776049883,540,14.5613,0.3753
1776049883,541,14.6962,0.3888
1776049883,542,14.3348,0.3948
1776049883,543,14.7193,0.4168
1776049883,544,14.8685,0.4206
1776049883,545,15.1178,0.4424
1776049883,546,15.0533,0.4375
1776049883,547,15.1299,0.4462
1776049883,548,15.6890,0.4478
1776049883,549,16.1222,0.4561
1776049883,550,15.7804,0.4460
1776049883,551,15.9170,0.4624
1776049883,552,17.0143,0.5360
1776049883,553,15.2314,0.4517
1776049883,554,15.0059,0.4464
1776049883,555,14.4533,0.4093
1776049883,556,14.5103,0.4115
1776049883,557,14.7423,0.4176
1776049883,558,14.8231,0.3977
1776049883,559,15.0520,0.3869
1776049883,560,15.2728,0.3981
1776049883,561,14.2519,0.3820
1776049883,562,13.2611,0.3375
1776049883,563,13.2999,0.3404
1776049883,564,13.7671,0.3492
1776049883,565,14.0408,0.3415
1776049883,566,13.5892,0.3372
1776049883,567,13.2135,0.3364
1776049883,568,12.9814,0.3373
1776049883,569,12.6822,0.3271
1776049883,570,12.7562,0.3288
1776049883,571,13.1926,0.3491
1776049883,572,13.3468,0.3370
1776049883,573,13.4559,0.3460
1776049883,574,13.8629,0.3601
1776049883,575,13.8796,0.3748
1776049883,576,13.4029,0.3541
1776049883,577,13.3787,0.3587
1776049883,578,13.2987,0.3493
1776049883,579,13.4139,0.3541
1776049883,580,13.5414,0.3464
1776049883,581,13.5259,0.3475
1776049883,582,13.5849,0.3494
1776049883,583,14.0475,0.3748
1776049883,584,14.1295,0.3586
1776049883,585,13.8921,0.3538
1776049883,586,13.9625,0.3627
1776049883,587,14.3060,0.4344
1776049883,588,14.6329,0.4466
1776049883,589,14.4558,0.4071
1776049883,590,14.2200,0.3857
1776049883,591,14.6934,0.4092
1776049883,592,15.0330,0.4009
1776049883,593,14.7280,0.4031
1776049883,594,14.4408,0.3936
1776049883,595,14.8266,0.4096
1776049883,596,14.9382,0.4090
1776049883,597,14.7852,0.4200
1776049883,598,14.6239,0.4292
1776049883,599,14.7319,0.4526
1776049883,600,14.4306,0.4483
1776049883,601,13.8884,0.4151
1776049883,602,13.8137,0.4007
1776049883,603,14.3715,0.4216
1776049883,604,14.4328,0.4257
1776049883,605,13.9054,0.4071
1776049883,606,13.7127,0.3852
1776049883,607,13.9390,0.3984
1776049883,608,14.3439,0.4024
1776049883,609,14.7046,0.4406
1776049883,610,14.3928,0.4229
1776049883,611,14.0288,0.4106
1776049883,612,13.9740,0.4066
1776049883,613,13.9187,0.4110
1776049883,614,13.8173,0.4088
1776049883,615,13.9928,0.4208
1776049883,616,13.9601,0.4261
1776049883,617,13.7228,0.4295
1776049883,618,13.8609,0.4249
1776049883,619,13.9858,0.4184
1776049883,620,13.8873,0.4184
1776049883,621,13.8654,0.4325
